time U B V R I J H K
5.583210e-01 -8.938143 -8.053697 -7.774549 -7.709124 -7.767793 -7.427043 -8.003733 -8.560967
5.605180e-01 -8.958850 -8.079777 -7.807636 -7.747720 -7.807788 -7.474543 -8.056229 -8.619984
5.645400e-01 -9.001367 -8.128863 -7.869644 -7.815556 -7.883883 -7.561182 -8.152653 -8.728507
5.710860e-01 -9.067810 -8.207501 -7.967716 -7.927040 -8.006063 -7.702740 -8.310150 -8.899544
5.742390e-01 -9.099240 -8.244999 -8.013340 -7.979288 -8.062158 -7.766884 -8.380867 -8.976558
5.769410e-01 -9.127113 -8.277074 -8.053177 -8.023239 -8.110754 -7.821886 -8.440865 -9.041072
5.778090e-01 -9.135332 -8.287529 -8.065676 -8.036046 -8.125752 -7.838530 -8.460864 -9.061074
5.792080e-01 -9.149990 -8.304124 -8.085817 -8.058855 -8.150751 -7.866029 -8.491578 -9.093575
5.809570e-01 -9.167148 -8.323684 -8.110977 -8.087192 -8.179348 -7.900177 -8.529080 -9.133574
5.824640e-01 -9.180367 -8.340716 -8.131437 -8.110034 -8.205447 -7.930177 -8.561579 -9.168573
5.846890e-01 -9.203246 -8.366201 -8.161599 -8.143959 -8.242947 -7.971824 -8.609796 -9.218089
5.865210e-01 -9.220746 -8.385765 -8.186763 -8.172608 -8.274047 -8.006824 -8.649794 -9.260588
5.921980e-01 -9.275077 -8.449925 -8.264284 -8.258003 -8.367647 -8.112623 -8.768009 -9.383088
5.954430e-01 -9.305466 -8.484498 -8.304917 -8.304472 -8.418748 -8.170125 -8.831229 -9.450589
6.007650e-01 -9.355857 -8.541154 -8.372769 -8.379885 -8.502354 -8.263427 -8.934447 -9.557605
6.028040e-01 -9.374084 -8.563212 -8.398254 -8.408546 -8.533459 -8.297581 -8.972667 -9.597606
6.049900e-01 -9.393747 -8.584852 -8.425155 -8.437491 -8.565959 -8.335082 -9.012667 -9.640106
6.055730e-01 -9.395489 -8.587329 -8.425935 -8.440062 -8.570674 -8.345927 -9.025164 -9.657124
6.114260e-01 -9.446613 -8.646055 -8.496446 -8.519364 -8.656783 -8.440082 -9.127663 -9.762122
6.133690e-01 -9.463778 -8.664055 -8.519114 -8.544684 -8.684283 -8.470082 -9.159110 -9.795105
6.155160e-01 -9.479846 -8.684771 -8.544299 -8.573353 -8.715393 -8.502581 -9.194109 -9.832124
6.186480e-01 -9.505246 -8.714368 -8.579490 -8.612307 -8.757894 -8.547585 -9.243383 -9.882123
6.207520e-01 -9.523481 -8.734868 -8.604662 -8.639843 -8.786506 -8.577582 -9.274108 -9.914623
6.217380e-01 -9.530981 -8.743971 -8.614681 -8.650977 -8.799006 -8.592582 -9.289108 -9.929623
6.227140e-01 -9.539219 -8.752846 -8.625160 -8.663477 -8.811505 -8.605085 -9.301609 -9.942606
6.255130e-01 -9.559958 -8.778599 -8.657532 -8.698799 -8.849006 -8.644239 -9.341608 -9.982606
6.288080e-01 -9.585362 -8.808206 -8.693192 -8.739123 -8.891506 -8.687583 -9.384107 -10.027123
